Codigo,PaisCodigo,DescripcionES,DescripcionEN,DescripcionFR
PG-17,PG,NUEVA BRETAÑA OCCIDENTAL,WEST NEW BRITAIN PROVINCE,NOUVELLE-BRETAGNE OCCIDENTALE
PG-18,PG,SANDAUN,SANDAUN PROVINCE,SANDAUN
PG-19,PG,ENGA,ENGA PROVINCE,ENGA
PG-20,PG,NATIONAL CAPITAL,NATIONAL CAPITAL,NATIONAL CAPITAL
PG-21,PG,HELA,HELA PROVINCE,HELA
PG-22,PG,JIWAKA,JIWAKA PROVINCE,JIWAKA PROVINCE
PH-01,PH,ILOCOS,ILOCOS,ILOCOS
PH-02,PH,VALLE DEL CAGAYÁN,CAGAYAN VALLEY,VALLÉE DE CAGAYAN
PH-03,PH,LUZÓN CENTRAL,CENTRAL LUZON,LUÇON CENTRALE
PH-05,PH,BICOLANDIA,BICOL REGION,BICOL
PH-06,PH,BISAYAS OCCIDENTALES,WESTERN VISAYAS,VISAYAS OCCIDENTALES
PH-07,PH,BISAYAS CENTRALES,CENTRAL VISAYAS,VISAYAS CENTRALES
PH-08,PH,BISAYAS ORIENTALES,REGION VIII,VISAYAS ORIENTALES
PH-09,PH,PENÍNSULA DE ZAMBOANGA,ZAMBOANGA PENINSULA,PÉNINSULE DE ZAMBOANGA
PH-10,PH,MINDANAO DEL NORTE,NORTHERN MINDANAO,MINDANAO DU NORD
PH-11,PH,REGIÓN DE DÁVAO,DAVAO REGION,DAVAO
PH-12,PH,MINDANAO CENTRAL,SOCCSKSARGEN,SOCCSKSARGEN
PH-13,PH,CARAGA,CARAGA,CARAGA
PH-14,PH,MINDANAO MUSULMÁN,AUTONOMOUS REGION IN MUSLIM MINDANAO,RÉGION AUTONOME EN MINDANAO MUSULMANE
PH-15,PH,LA CORDILLERA,CORDILLERA,RÉGION ADMINISTRATIVE DE LA CORDILLÈRE
PH-40,PH,CALABARZÓN,CALABARZON,CALABARZON
PH-41,PH,TAGALAS SUDOCCIDENTALES,MIMAROPA,MIMAROPA
PH-NCR,PH,NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION
PK-02,PK,BALUCHISTÁN,BALOCHISTAN PROVINCE,BALOUTCHISTAN
PK-03,PK,KHYBER PAKHTUNKHWA,NORTH-WEST FRONTIER PROVINCE,KHYBER PAKHTUNKHWA
PK-04,PK,PUNYAB,PUNJAB PROVINCE,PENDJAB
PK-05,PK,SINDH,SINDH PROVINCE,SIND
PK-06,PK,AZAD CACHEMIRA,AZAD JAMMU AND KASHMIR,AZAD CACHEMIRE
PK-07,PK,GILGIT-BALTISTÁN,GILGIT-BALTISTAN,GILGIT-BALTISTAN
PK-08,PK,ISLAMABAD,ISLAMABAD,TERRITOIRE FÉDÉRAL D'ISLAMABAD
PL-72,PL,VOIVODATO DE BAJA SILESIA,LOWER SILESIAN VOIVODESHIP,VOÏVODIE DE BASSE-SILÉSIE
PL-73,PL,VOIVODATO DE CUYAVIA Y POMERANIA,KUJAWSKO-POMORSKIE VOIVODSHIP,VOÏVODIE DE CUJAVIE-POMÉRANIE
PL-74,PL,VOIVODATO DE ŁÓDŹ,ŁÓDŹ VOIVODESHIP,VOÏVODIE DE ŁÓDŹ
PL-75,PL,VOIVODATO DE LUBLIN,LUBLIN VOIVODESHIP,VOÏVODIE DE LUBLIN
PL-76,PL,VOIVODATO DE LUBUSZ,LUBUSZ VOIVODSHIP,VOÏVODIE DE LUBUSZ
PL-77,PL,VOIVODATO DE PEQUEÑA POLONIA,LESSER POLAND VOIVODESHIP,VOÏVODIE DE PETITE-POLOGNE
PL-78,PL,VOIVODATO DE MAZOVIA,MASOVIAN VOIVODESHIP,VOÏVODIE DE MAZOVIE
PL-79,PL,OPOLE,OPOLE VOIVODESHIP,VOÏVODIE D'OPOLE
PL-80,PL,VOIVODATO DE SUBCARPACIA,SUBCARPATHIAN VOIVODESHIP,BASSES-CARPATES
PL-81,PL,PODLAQUIA,PODLASIE VOIVODSHIP,VOÏVODIE DE PODLACHIE
PL-82,PL,POMERANIA,POMERANIAN VOIVODESHIP,VOÏVODIE DE POMÉRANIE
PL-83,PL,SILESIA,SILESIAN VOIVODESHIP,VOÏVODIE DE SILÉSIE
PL-84,PL,VOIVODATO DE SANTA CRUZ,ŚWIĘTOKRZYSKIE VOIVODSHIP,VOÏVODIE DE SAINTE-CROIX
PL-85,PL,VOIVODATO DE VARMIA Y MASURIA,WARMIAN-MASURIAN VOIVODESHIP,VOÏVODIE DE VARMIE-MAZURIE
PL-86,PL,VOIVODATO DE GRAN POLONIA,GREATER POLAND VOIVODESHIP,VOÏVODIE DE GRANDE-POLOGNE
PL-87,PL,VOIVODATO DE POMERANIA OCCIDENTAL,WEST POMERANIAN VOIVODESHIP,POMÉRANIE-OCCIDENTALE
PT-02,PT,AVEIRO,AVEIRO,AVEIRO
PT-03,PT,BEJA,BEJA,BEJA
PT-04,PT,BRAGA,BRAGA,BRAGA
PT-05,PT,BRAGANZA,BRAGANZA DISTRICT,BRAGANCE
PT-06,PT,CASTELO BRANCO,CASTELO BRANCO,CASTELO BRANCO
PT-07,PT,COIMBRA,COIMBRA,COIMBRA
PT-08,PT,ÉVORA,ÉVORA,ÉVORA
PT-09,PT,FARO,FARO,FARO
PT-10,PT,MADEIRA,MADEIRA,MADÈRE
PT-11,PT,GUARDA,GUARDA,GUARDA
PT-13,PT,LEIRIA,LEIRIA,LEIRIA
PT-14,PT,LISBOA,LISBON,LISBONNE
PT-16,PT,PORTALEGRE,PORTALEGRE,PORTALEGRE
PT-17,PT,OPORTO,OPORTO,PORTO
PT-18,PT,SANTARÉM,SANTARÉM,SANTARÉM
PT-19,PT,DISTRITO DE SETÚBAL,SETÚBAL DISTRICT,SETÚBAL
PT-20,PT,VIANA DO CASTELO,VIANA DO CASTELO,DISTRICT DE VIANA DO CASTELO
PT-21,PT,VILA REAL,VILA REAL,VILA REAL
PT-22,PT,VISEU,VISEU,VISEU
PT-23,PT,AZORES,AZORES,AÇORES
PY-01,PY,ALTO PARANÁ DEPARTMENT,ALTO PARANÁ DEPARTMENT,ALTO PARANÁ DEPARTMENT
PY-02,PY,AMAMBAY,AMAMBAY DEPARTMENT,AMAMBAY
PY-04,PY,CAAGUAZÚ DEPARTMENT,CAAGUAZÚ DEPARTMENT,CAAGUAZÚ DEPARTMENT
PY-05,PY,CAAZAPÁ,CAAZAPÁ,CAAZAPÁ
PY-06,PY,DEPARTAMENTO CENTRAL,CENTRAL DEPARTMENT,DÉPARTEMENT CENTRAL
PY-07,PY,CONCEPCIÓN,CONCEPCIÓN,CONCEPCIÓN
PY-08,PY,CORDILLERA,CORDILLERA DEPARTMENT,CORDILLERA
PY-10,PY,GUAIRÁ,GUAIRÁ,GUAIRÁ
PY-11,PY,ITAPÚA,ITAPÚA,ITAPÚA
PY-12,PY,MISIONES,MISIONES DEPARTMENT,MISIONES
PY-13,PY,ÑEEMBUCÚ DEPARTMENT,ÑEEMBUCÚ DEPARTMENT,ÑEEMBUCÚ DEPARTMENT
PY-15,PY,PARAGUARÍ,PARAGUARÍ,PARAGUARÍ
PY-16,PY,PRESIDENTE HAYES,PRESIDENTE HAYES,PRESIDENTE HAYES
PY-17,PY,SAN PEDRO,SAN PEDRO DEPARTMENT,SAN PEDRO
PY-19,PY,CANINDEYÚ,CANINDEYÚ,CANINDEYÚ
PY-22,PY,ASUNCIÓN,ASUNCIÓN,ASUNCIÓN
PY-23,PY,ALTO PARAGUAY,ALTO PARAGUAY,ALTO PARAGUAY
PY-24,PY,BOQUERÓN DEPARTMENT,BOQUERÓN DEPARTMENT,BOQUERÓN DEPARTMENT
RO-01,RO,ALBA,ALBA COUNTY,ALBA
RO-02,RO,ARAD,ARAD COUNTY,ARAD
RO-03,RO,ARGEȘ,ARGES,ARGEȘ
RO-04,RO,BACĂU,BACĂU COUNTY,BACĂU
RO-05,RO,BIHOR,BIHOR COUNTY,BIHOR
RO-06,RO,BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD COUNTY,BISTRIȚA-NĂSĂUD
RO-07,RO,BOTOȘANI,BOTOȘANI COUNTY,BOTOȘANI
RO-08,RO,BRĂILA,BRĂILA COUNTY,BRĂILA
RO-09,RO,BRAȘOV,BRAȘOV COUNTY,BRAȘOV
RO-10,RO,BUCUREȘTI,BUCUREȘTI,BUCAREST
RO-11,RO,BUZĂU,BUZĂU COUNTY,BUZĂU
RO-12,RO,DISTRITO DE CARAȘ-SEVERIN,CARAȘ-SEVERIN COUNTY,CARAȘ-SEVERIN
RO-13,RO,CLUJ,CLUJ COUNTY,CLUJ
RO-14,RO,CONSTANȚA,CONSTANȚA COUNTY,CONSTANȚA
RO-15,RO,COVASNA,COVASNA COUNTY,COVASNA
RO-16,RO,DÂMBOVIȚA,DÂMBOVIȚA COUNTY,DÂMBOVIȚA
RO-17,RO,DOLJ,DOLJ COUNTY,DOLJ
RO-18,RO,GALAȚI,GALAȚI COUNTY,JUDEȚ DE GALAȚI
RO-19,RO,GORJ,GORJ COUNTY,GORJ
RO-20,RO,HARGHITA COUNTY,HARGHITA COUNTY,HARGHITA COUNTY
RO-21,RO,HUNEDOARA,HUNEDOARA COUNTY,HUNEDOARA
RO-22,RO,IALOMIȚA,IALOMIȚA COUNTY,IALOMIȚA
RO-23,RO,CONDADO DE IAȘI,IAȘI COUNTY,JUDEȚ DE IAȘI
RO-25,RO,MARAMUREȘ,MARAMUREŞ COUNTY,MARAMUREȘ
RO-26,RO,MEHEDINȚI,MEHEDINȚI COUNTY,MEHEDINȚI
RO-27,RO,MUREȘ,MUREȘ COUNTY,MUREȘ
RO-28,RO,NEAMȚ,NEAMȚ COUNTY,NEAMȚ
RO-29,RO,OLT,OLT COUNTY,OLT
RO-30,RO,PRAHOVA,PRAHOVA,PRAHOVA
RO-31,RO,SĂLAJ,SĂLAJ COUNTY,SĂLAJ
RO-32,RO,SATU MARE,SATU MARE COUNTY,SATU MARE
RO-33,RO,SIBIU,SIBIU COUNTY,SIBIU
RO-34,RO,SUCEAVA,SUCEAVA,BUCOVINE
RO-35,RO,TELEORMAN,TELEORMAN COUNTY,TELEORMAN
RO-36,RO,TIMIȘ,TIMIȘ COUNTY,TIMIȘ
RO-37,RO,TULCEA,TULCEA COUNTY,TULCEA
RO-38,RO,VASLUI COUNTY,VASLUI COUNTY,VASLUI COUNTY
RO-39,RO,VÂLCEA,VÂLCEA COUNTY,VÂLCEA
RO-40,RO,VRANCEA,VRANCEA,VRANCEA
RO-41,RO,CĂLĂRAȘI,CĂLĂRAȘI COUNTY,CĂLĂRAȘI
RO-42,RO,GIURGIU,GIURGIU COUNTY,GIURGIU
RO-43,RO,ILFOV,ILFOV,ILFOV
RU-01,RU,ADIGUEYA,ADYGEYA REPUBLIC,RÉPUBLIQUE D'ADYGUÉE
RU-03,RU,ALTÁI,ALTAI REPUBLIC,RÉPUBLIQUE D'ALTAÏ
RU-04,RU,KRAI DE ALTÁI,ALTAI KRAI,KRAÏ D'ALTAÏ
RU-05,RU,AMUR,AMUR OBLAST,OBLAST DE L'AMOUR
RU-06,RU,ÓBLAST DE ARCÁNGEL,ARKHANGELSKAYA OBLAST,OBLAST D'ARKHANGELSK
RU-07,RU,ASTRACÁN,ASTRAKHAN OBLAST,OBLAST D'ASTRAKHAN
RU-08,RU,BASKORTOSTÁN,BASHKORTOSTAN REPUBLIC,RÉPUBLIQUE DE BACHKIRIE
RU-09,RU,ÓBLAST DE BÉLGOROD,BELGOROD OBLAST,OBLAST DE BELGOROD
RU-10,RU,ÓBLAST DE BRIANSK,BRYANSK OBLAST,OBLAST DE BRIANSK
RU-11,RU,BURIATIA,BURYATIYA REPUBLIC,RÉPUBLIQUE DE BOURIATIE
RU-12,RU,CHECHENIA,CHECHNYA,RÉPUBLIQUE DE TCHÉTCHÉNIE
RU-13,RU,CHELIÁBINSK,CHELYABINSK,OBLAST DE TCHELIABINSK
RU-15,RU,CHUKOTKA,CHUKOTKA,DISTRICT AUTONOME DE TCHOUKOTKA
RU-16,RU,CHUVASIA,CHUVASH REPUBLIC,RÉPUBLIQUE DE TCHOUVACHIE
RU-17,RU,DAGUESTÁN,DAGESTAN,RÉPUBLIQUE DE DAGHESTAN
RU-19,RU,INGUSHETIA,INGUSHETIYA REPUBLIC,RÉPUBLIQUE D'INGOUCHIE
RU-20,RU,IRKUTSK OBLAST,IRKUTSK OBLAST,OBLAST D'IRKOUTSK
RU-21,RU,ÓBLAST DE IVÁNOVO,IVANOVO OBLAST,OBLAST D'IVANOVO
RU-22,RU,KABARDINA-BALKARIA,KABARDINO-BALKARIYA REPUBLIC,RÉPUBLIQUE DE KABARDINO-BALKARIE
RU-23,RU,ÓBLAST DE KALININGRADO,KALININGRAD OBLAST,OBLAST DE KALININGRAD
RU-24,RU,KALMUKIA,KALMYKIYA REPUBLIC,RÉPUBLIQUE DE KALMOUKIE
RU-25,RU,KALUGA,KALUGA OBLAST,OBLAST DE KALOUGA
RU-27,RU,KARACHÁYEVO-CHERKESIA,KARACHAYEVO-CHERKESIYA REPUBLIC,PROVINCE DE KARATCHAÏÉVO-TCHERKESSIE
RU-28,RU,REPÚBLICA DE CARELIA,REPUBLIC OF KARELIA,RÉPUBLIQUE DE CARÉLIE
RU-29,RU,KUZBASS,KEMEROVO OBLAST,OBLAST DE KEMEROVO
RU-30,RU,KRAI DE KHABAROVSK,KHABAROVSK KRAI,KRAÏ DE KHABAROVSK
RU-31,RU,JAKASIA,KHAKASIYA REPUBLIC,RÉPUBLIQUE DE KHAKASSIE
RU-32,RU,KHANTY-MANSIA,KHANTY-MANSIA,DISTRICT AUTONOME DE KHANTYS-MANSIS
RU-33,RU,ÓBLAST DE KÍROV,KIROV OBLAST,OBLAST DE KIROV
RU-34,RU,KOMI,KOMI REPUBLIC,RÉPUBLIQUE DE KOMIS
RU-37,RU,ÓBLAST DE KOSTROMÁ,KOSTROMA OBLAST,OBLAST DE KOSTROMA
RU-38,RU,KRASNODARSKIY,KRASNODAR KRAI,KRAÏ DE KRASNODAR
RU-40,RU,KURGÁN,KURGAN OBLAST,OBLAST DE KOURGAN
RU-41,RU,ÓBLAST DE KURSK,KURSK OBLAST,OBLAST DE KOURSK
RU-42,RU,ÓBLAST DE LENINGRADO,LENINGRAD OBLAST,OBLAST DE LÉNINGRAD
RU-43,RU,ÓBLAST DE LÍPETSK,LIPETSK OBLAST,OBLAST DE LIPETSK
RU-44,RU,MAGADÁN,MAGADAN OBLAST,OBLAST DE MAGADAN
RU-45,RU,MARI-EL,MARIY-EL REPUBLIC,RÉPUBLIQUE DE MARIS
RU-46,RU,MORDOVIA,MORDOVIYA REPUBLIC,RÉPUBLIQUE DE MORDOVIE
RU-47,RU,ÓBLAST DE MOSCÚ,MOSCOW OBLAST,OBLAST DE MOSCOU
RU-48,RU,MOSCÚ,MOSCOW,MOSCOU
RU-49,RU,ÓBLAST DE MÚRMANSK,MURMANSK OBLAST,OBLAST DE MOURMANSK
RU-50,RU,NENETSIA,NENETS AUTONOMOUS OKRUG,DISTRICT AUTONOME DE NÉNÉTSIE
RU-51,RU,ÓBLAST DE NIZHNI NÓVGOROD,NIZHNY NOVGOROD OBLAST,OBLAST DE NIJNI NOVGOROD
RU-52,RU,ÓBLAST DE NÓVGOROD,NOVGOROD OBLAST,OBLAST DE NOVGOROD
RU-53,RU,NOVOSIBIRSK,NOVOSIBIRSK OBLAST,OBLAST DE NOVOSSIBIRSK
RU-54,RU,OMSK,OMSK OBLAST,OBLAST D'OMSK
RU-55,RU,ORENBURG OBLAST,ORENBURG OBLAST,OBLAST D'ORENBOURG
RU-56,RU,ÓBLAST DE ORIOL,OREL OBLAST,OBLAST D'OREL
RU-57,RU,ÓBLAST DE PENZA,PENZA OBLAST,OBLAST DE PENZA
RU-59,RU,KRAI DE PRIMORSKY,PRIMORSKIY (MARITIME) KRAY,KRAÏ DE PRIMORIE
RU-60,RU,ÓBLAST DE PSKOV,PSKOV OBLAST,OBLAST DE PSKOV
RU-61,RU,ROSTOV,ROSTOV OBLAST,OBLAST DE ROSTOV
RU-62,RU,ÓBLAST DE RIAZÁN,RYAZAN OBLAST,OBLAST DE RIAZAN
RU-63,RU,SAJÁ YAKUTIA,SAKHA,RÉPUBLIQUE DE SAKHA
RU-64,RU,SAJALIN,SAKHALIN OBLAST,OBLAST DE SAKHALINE
RU-65,RU,ÓBLAST DE SAMARA,SAMARA OBLAST,OBLAST DE SAMARA
RU-66,RU,SAN PETERSBURGO,LENINGRAD,LÉNINGRAD
RU-67,RU,ÓBLAST DE SARÁTOV,SARATOV OBLAST,OBLAST DE SARATOV
RU-68,RU,OSETIA DEL NORTE,NORTH OSSETIA–ALANIA,RÉPUBLIQUE D'OSSÉTIE-DU-NORD-ALANIE
RU-69,RU,ÓBLAST DE SMOLENSK,SMOLENSK OBLAST,OBLAST DE SMOLENSK
RU-70,RU,KRAI DE STÁVROPOL,STAVROPOL’ KRAY,KRAÏ DE STAVROPOL
RU-71,RU,SVERDLOVSK,SVERDLOVSK OBLAST,OBLAST DE SVERDLOVSK
RU-72,RU,TAMBOV,TAMBOV OBLAST,OBLAST DE TAMBOV
RU-73,RU,TARTARISTAN,TATARSTAN REPUBLIC,RÉPUBLIQUE DE TATARSTAN
RU-75,RU,TOMSK OBLAST,TOMSK OBLAST,OBLAST DE TOMSK
RU-76,RU,ÓBLAST DE TULA,TULA OBLAST,OBLAST DE TOULA
RU-77,RU,ÓBLAST DE TVER,TVER’ OBLAST,OBLAST DE TVER
RU-78,RU,TIUMEN,TYUMEN OBLAST,OBLAST DE TIOUMEN
RU-79,RU,TUVÁ,REPUBLIC OF TYVA,RÉPUBLIQUE DE TOUVA
RU-80,RU,UDMURTIA,UDMURTIYA REPUBLIC,RÉPUBLIQUE D'OUDMOURTIE
RU-81,RU,ÓBLAST DE ULIÁNOVSK,ULYANOVSK OBLAST,OBLAST D'OULIANOVSK
RU-83,RU,ÓBLAST DE VLADÍMIR,VLADIMIR OBLAST,OBLAST DE VLADIMIR
RU-84,RU,VOLGOGRADO,VOLGOGRAD OBLAST,OBLAST DE VOLGOGRAD
RU-85,RU,ÓBLAST DE VÓLOGDA,VOLOGDA OBLAST,OBLAST DE VOLOGDA
RU-86,RU,ÓBLAST DE VORÓNEZH,VORONEZH OBLAST,OBLAST DE VORONEJ
RU-87,RU,YAMALIA-NENETSIA,YAMALO-NENETS,DISTRICT AUTONOME DE IAMALIE
RU-88,RU,ÓBLAST DE YAROSLAVL,YAROSLAVL OBLAST,OBLAST D'IAROSLAVL
RU-89,RU,ÓBLAST AUTÓNOMO HEBREO,JEWISH AUTONOMOUS OBLAST,OBLAST AUTONOME JUIF
RU-90,RU,KRAI DE PERM,PERM KRAI,KRAÏ DE PERM
RU-91,RU,KRAI DE KRASNOJARSK,KRASNOYARSK KRAI,KRAÏ DE KRASNOÏARSK
RU-92,RU,KAMCHATKA,KAMCHATKA,KRAÏ DE KAMTCHATKA
RU-93,RU,ZABAIKALIE,TRANSBAIKAL TERRITORY,KRAÏ DE TRANSBAÏKALIE
RW-11,RW,PROVINCIA DEL ESTE,EASTERN PROVINCE,PROVINCE DE L'EST
RW-12,RW,KIGALI,KIGALI PROVINCE,KIGALI
RW-13,RW,PROVINCIA NORTE,NORTHERN PROVINCE,NORD
RW-14,RW,PROVINCIA DEL OESTE,WESTERN PROVINCE,PROVINCE DE L'OUEST
RW-15,RW,PROVINCIA SUR,SOUTHERN PROVINCE,SUD
SA-02,SA,AL BAHAH REGION,AL BAHAH REGION,AL BAHAH
SA-05,SA,MEDINA REGION,MEDINA REGION,MÉDINE
SA-06,SA,PROVINCIA ORIENTAL,EASTERN DISTRICT,ACH-CHARQIYA
SA-08,SA,AL-QASSIM REGION,MIDDLE NAJD,AL QASIM
SA-10,SA,PROVINCIA DE RIAD,RIYADH REGION,RIYAD
SA-11,SA,PROVINCIA DE ASIR,'ASIR REGION,ASIR
SA-13,SA,HA'IL REGION,HA'IL REGION,HAÏL
SA-14,SA,MECCA REGION,MECCA REGION,LA MECQUE
SA-15,SA,NORTHERN BORDERS REGION,NORTHERN BORDERS,AL-HUDUD ACH-CHAMALIYA
SA-16,SA,PROVINCIA DE NAJRÁN,NAJRAN REGION,NAJRAN
SA-17,SA,JAZAN REGION,JIZAN REGION,RÉGION DE JIZAN
SA-19,SA,PROVINCIA DE TABUK,TABUK REGION,TABUK
SA-20,SA,AL JAWF REGION,AL JAWF REGION,AL JAWF
SB-03,SB,MALAITA,MALAITA PROVINCE,PROVINCE DE MALAITA
SB-06,SB,GUADALCANAL,GUADALCANAL PROVINCE,PROVINCE DE GUADALCANAL
SB-07,SB,ISABEL,ISABEL PROVINCE,PROVINCE DE ISABEL
SB-08,SB,MAKIRA,MAKIRA-ULAWA PROVINCE,PROVINCE DE MAKIRA-ULAWA
SB-09,SB,TEMOTU,TEMOTU PROVINCE,PROVINCE DE TEMOTU
SB-10,SB,PROVINCIA CENTRAL,CENTRAL PROVINCE,PROVINCE CENTRALE
SB-11,SB,PROVINCIA OCCIDENTAL,WESTERN PROVINCE,PROVINCE OCCIDENTALE
SB-12,SB,CHOISEUL,CHOISEUL PROVINCE,PROVINCE DE CHOISEUL
SB-13,SB,RENNELL Y BELLONA,RENNELL AND BELLONA PROVINCE,PROVINCE DE RENNELL ET BELLONA
SB-14,SB,HONIARA,HONIARA,TERRITOIRE CAPITALE
SC-01,SC,ANSE AUX PINS,ANSE-AUX-PINS,ANSE AUX PINS
SC-02,SC,ANSE BOILEAU,ANSE BOILEAU,ANSE BOILEAU
SC-03,SC,ANSE ETOILE,ANSE ETOILE,ANSE ETOILE
SC-05,SC,ANSE ROYALE,ANSE ROYALE,ANSE ROYALE
SC-06,SC,BAIE LAZARE,BAIE LAZARE,BAIE LAZARE
SC-07,SC,BAIE SAINTE ANNE,BAIE SAINTE ANNE,BAIE SAINTE ANNE
SC-08,SC,BEAU VALLON,BEAU VALLON,BEAU VALLON
SC-09,SC,BEL AIR,BEL AIR,BEL AIR
SC-10,SC,BEL OMBRE,BEL OMBRE,BEL OMBRE
SC-11,SC,CASCADE,CASCADE,CASCADE
SC-11876017,SC,OUTER ISLANDS,OUTER ISLANDS,OUTER ISLANDS
SC-12,SC,GLACIS,GLACIS,GLACIS
SC-12200079,SC,ILE PERSEVERANCE I,ILE PERSEVERANCE I,ILE PERSEVERANCE I
SC-12200080,SC,ILE PERSEVERANCE II,ILE PERSEVERANCE II,ILE PERSEVERANCE II
SC-14,SC,GRAND ANSE PRASLIN,GRAND ANSE PRASLIN,GRAND ANSE PRASLIN
SC-17,SC,MONT BUXTON,MONT BUXTON,MONT BUXTON
SC-18,SC,MONT FLEURI,MONT FLEURI,MONT FLEURI
SC-19,SC,PLAISANCE,PLAISANCE,PLAISANCE
SC-20,SC,POINTE LA RUE,POINTE LA RUE,POINTE LA RUE
SC-22,SC,SAINT LOUIS,SAINT LOUIS,SAINT LOUIS
SC-23,SC,TAKAMAKA,TAKAMAKA,TAKAMAKA
SC-24,SC,GRAND ANSE MAHE,GRAND ANSE MAHE,GRAND ANSE MAHE
SC-25,SC,ISLAS LA DIGUE E INNER,LA DIGUE AND INNER ISLANDS,DISTRICT DE LA DIGUE AND INNER ISLANDS
SC-26,SC,LA RIVIERE ANGLAISE,LA RIVIÈRE ANGLAISE,LA RIVIÈRE ANGLAISE
SC-27,SC,PORT GLAUD,PORT GLAUD,PORT GLAUD
SC-28,SC,AU CAP,AU CAP,AU CAP
SC-29,SC,LES MAMELLES,LES MAMELLES,LES MAMELLES
SC-30,SC,ROCHE CAIMAN,ROCHE CAIMAN,ROCHE CAÏMAN
SE-02,SE,PROVINCIA DE BLEKINGE,BLEKINGE COUNTY,COMTÉ DE BLEKINGE
SE-03,SE,PROVINCIA DE GÄVLEBORG,GÄVLEBORG COUNTY,COMTÉ DE GÄVLEBORG
SE-05,SE,PROVINCIA DE GOTLAND,GOTLAND COUNTY,COMTÉ DE GOTLAND
SE-06,SE,PROVINCIA DE HALLAND,HALLAND COUNTY,COMTÉ DE HALLAND
SE-07,SE,PROVINCIA DE JÄMTLAND,JÄMTLAND COUNTY,COMTÉ DE JÄMTLAND
SE-08,SE,PROVINCIA DE JÖNKÖPING,JÖNKÖPING COUNTY,COMTÉ DE JÖNKÖPING
SE-09,SE,PROVINCIA DE KALMAR,KALMAR COUNTY,COMTÉ DE KALMAR
SE-10,SE,PROVINCIA DE DALARNA,DALARNA COUNTY,DALÉCARLIE
SE-12,SE,PROVINCIA DE KRONOBERG,KRONOBERG COUNTY,COMTÉ DE KRONOBERG
SE-14,SE,PROVINCIA DE NORRBOTTEN,NORRBOTTEN COUNTY,BOTNIE DU NORD
SE-15,SE,PROVINCIA DE ÖREBRO,ÖREBRO COUNTY,COMTÉ D'ÖREBRO
SE-16,SE,PROVINCIA DE ÖSTERGÖTLAND,ÖSTERGÖTLAND COUNTY,OSTROGOTHIE
SE-18,SE,PROVINCIA DE SÖDERMANLAND,SÖDERMANLAND COUNTY,COMTÉ DE SÖDERMANLAND
SE-21,SE,PROVINCIA DE UPSALA,UPPSALA COUNTY,COMTÉ D'UPPSALA
SE-22,SE,PROVINCIA DE VÄRMLAND,VÄRMLAND COUNTY,VERMLAND
SE-23,SE,PROVINCIA DE VÄSTERBOTTEN,VÄSTERBOTTEN COUNTY,BOTNIE OCCIDENTALE
SE-24,SE,PROVINCIA DE VÄSTERNORRLAND,VÄSTERNORRLAND COUNTY,NORRLAND DE L'OUEST
SE-25,SE,PROVINCIA DE VÄSTMANLAND,VÄSTMANLAND COUNTY,COMTÉ DE VÄSTMANLAND
SE-26,SE,STOCKHOLM,STOCKHOLM COUNTY,STOCKHOLM
SE-27,SE,PROVINCIA DE ESCANIA,SCANIA,SCANIE
SE-28,SE,PROVINCIA DE VÄSTRA GÖTALAND,VÄSTRA GÖTALAND COUNTY,COMTÉ DE VÄSTRA GÖTALAND
SL-01,SL,PROVINCIA DEL ESTE,EASTERN PROVINCE,PROVINCE DE L'EST
SL-02,SL,PROVINCIA DEL NORTE,NORTHERN PROVINCE,PROVINCE DU NORD
SL-03,SL,PROVINCIA DEL SUR,SOUTHERN PROVINCE,PROVINCE DU SUD
SL-04,SL,ÁREA OCCIDENTAL,WESTERN AREA,ZONE DE L'OUEST
SL-05,SL,PROVINCIA DEL NOROESTE,NORTH WEST PROVINCE,PROVINCE DU NORD-OUEST
SN-01,SN,DAKAR,DAKAR,DAKAR
SN-03,SN,DIOURBEL,DIOURBEL REGION,DIOURBEL
SN-05,SN,TAMBACOUNDA,TAMBACOUNDA,TAMBACOUNDA
SN-07,SN,THIÈS,THIÈS,THIÈS
SN-09,SN,FATICK,FATICK,FATICK
SN-10,SN,KAOLACK,KAOLACK,KAOLACK
SN-11,SN,KOLDA,KOLDA REGION,KOLDA
SN-12,SN,REGIÓN DE ZIGUINCHOR,ZIGUINCHOR,BASSE CASAMANCE
SN-13,SN,LOUGA,LOUGA,LOUGA
SN-14,SN,SAINT-LOUIS,SAINT-LOUIS,SAINT-LOUIS
SN-15,SN,MATAM,MATAM,MATAM
SN-16,SN,KAFFRINE,KAFFRINE,KAFFRINE
SN-17,SN,KÉDOUGOU,KÉDOUGOU,KÉDOUGOU
SN-18,SN,SÉDHIOU,SÉDHIOU,SÉDHIOU
SV-01,SV,AHUACHAPÁN,AHUACHAPÁN,AHUACHAPÁN
SV-02,SV,CABAÑAS,CABAÑAS,CABAÑAS
SV-03,SV,DEPARTAMENTO DE CHALATENANGO,CHALATENANGO DEPARTMENT,CHALATENANGO
SV-04,SV,CUSCATLÁN,CUSCATLÁN,CUSCATLÁN
SV-05,SV,DEPARTAMENTO DE LA LIBERTAD,LA LIBERTAD DEPARTMENT,LA LIBERTAD
